CountryName,RegionName,Date,PredictedDailyNewCases
Ukraine,,2020-08-01,1294.2853090093085
Ukraine,,2020-08-02,1082.9298393925549
Ukraine,,2020-08-03,961.2253092436783
Ukraine,,2020-08-04,1046.028136598696
Ukraine,,2020-08-05,1150.9997935584986
Uruguay,,2020-08-01,7.391346550684437
Uruguay,,2020-08-02,17.751894774598043
Uruguay,,2020-08-03,10.112620552254915
Uruguay,,2020-08-04,16.39263130155187
Uruguay,,2020-08-05,19.518528511283918
United States,,2020-08-01,61473.71952714508
United States,,2020-08-02,53154.36955837933
United States,,2020-08-03,57296.8658083847
United States,,2020-08-04,61575.07331548772
United States,,2020-08-05,61110.486466490576
Uzbekistan,,2020-08-01,670.5929664822663
Uzbekistan,,2020-08-02,650.424032363467
Uzbekistan,,2020-08-03,742.6264274555202
Uzbekistan,,2020-08-04,546.5123665101133
Uzbekistan,,2020-08-05,937.7416105445166
Venezuela,,2020-08-01,794.0174844299717
Venezuela,,2020-08-02,656.2768834705388
Venezuela,,2020-08-03,641.9038750453069
Venezuela,,2020-08-04,692.5043030476919
Venezuela,,2020-08-05,691.7542094749723
Vietnam,,2020-08-01,33.567813907717714
Vietnam,,2020-08-02,42.31523165116183
Vietnam,,2020-08-03,57.5005227677199
Vietnam,,2020-08-04,68.41332053279768
Vietnam,,2020-08-05,71.94046891496484
South Africa,,2020-08-01,11348.06673656856
South Africa,,2020-08-02,10431.729563786525
South Africa,,2020-08-03,6337.320101139396
South Africa,,2020-08-04,6537.54859194555
South Africa,,2020-08-05,10698.946045864326
Zambia,,2020-08-01,555.026798605513
Zambia,,2020-08-02,236.01134870149033
Zambia,,2020-08-03,155.17403677485134
Zambia,,2020-08-04,537.1148711752868
Zambia,,2020-08-05,338.2226218054573
Zimbabwe,,2020-08-01,167.2869881616814
Zimbabwe,,2020-08-02,110.80460786066637
Zimbabwe,,2020-08-03,224.94191722666326
Zimbabwe,,2020-08-04,145.42383702329198
Zimbabwe,,2020-08-05,92.60833478046072
